Event	ID	Name			Wwise Object Path	Notes
	79624557	Event_WoodDoor_Key			\Default Work Unit\Sfx 3D\Event_WoodDoor_Key	
	182728766	Event_Box_Loop			\Default Work Unit\Sfx 3D\Event_Box_Loop	
	214008310	Event_Neon			\Default Work Unit\Sfx 3D\Event_Neon	
	236088390	Event_SpotLight_Break			\Default Work Unit\Sfx 3D\Event_SpotLight_Break	
	463474510	Event_Glass_Break			\Default Work Unit\Sfx 3D\Event_Glass_Break	
	1265288892	Event_Music_Death			\Default Work Unit\Music\Event_Music_Death	
	1355596522	Event_Platform_Movement_Loop			\Default Work Unit\Sfx 3D\Event_Platform_Movement_Loop	
	1489026383	Event_Music_Calm			\Default Work Unit\Music\Event_Music_Calm	
	1799158039	Event_Music_Danger			\Default Work Unit\Music\Event_Music_Danger	
	1987296254	Event_Wood_Squeak			\Default Work Unit\Sfx 3D\Event_Wood_Squeak	
	2106530809	Event_Amb_Monster			\Default Work Unit\Amb 3D\Event_Amb_Monster	
	2170606322	Event_Box_Impact			\Default Work Unit\Sfx 3D\Event_Box_Impact	
	2808564553	Event_Door_Beep			\Default Work Unit\Sfx 3D\Event_Door_Beep	
	3036832861	Event_WoodDoor			\Default Work Unit\Sfx 3D\Event_WoodDoor	
	3754565910	Event_LightDown			\Default Work Unit\Sfx 3D\Event_LightDown	
	3795641405	Event_Amb_Cable_Squeak			\Default Work Unit\Amb 3D\Event_Amb_Cable_Squeak	
	3962337639	Event_Amb_FlashLight			\Default Work Unit\Amb 3D\Event_Amb_FlashLight	
	4223819591	Event_Footsteps			\Default Work Unit\Sfx 3D\Event_Footsteps	

State Group	ID	Name			Wwise Object Path	Notes
	1461357257	Music_level_01			\Default Work Unit\Music_level_01	
	2385628198	Footsteps			\Default Work Unit\Footsteps	

State	ID	Name	State Group			Notes
	748895195	None	Music_level_01			
	779278001	Death	Music_level_01			
	3753286132	Calm	Music_level_01			
	4174463524	Danger	Music_level_01			
	748895195	None	Footsteps			
	772299873	Grid	Footsteps			
	841620460	Concrete	Footsteps			
	2195636714	Dirt	Footsteps			
	2412606308	Carpet	Footsteps			
	2473969246	Metal	Footsteps			

Trigger	ID	Name			Wwise Object Path	Notes
	776859962	Danger_End			\Default Work Unit\Danger_End	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	249388798	Amb_Cable_Squeak_Rnd_02	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Amb_Cable_Squeak_Rnd_02_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Ambiances\3D\Ambiances_3D_01\Amb_Cable_Squeak\Amb_Cable_Squeak_Rnd_02		610364
	250087523	Stem_Theme Principal 4	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Stem_Theme Principal 4_F17FB28C.wem		\Interactive Music Hierarchy\EpicMegaJamMusic\Music_Calm\Music_Calm\Stem_Theme Principal 4\Stem_Theme Principal 4		3387008
	256207763	Stem_Theme Principal 1	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Stem_Theme Principal 1_F17FB28C.wem		\Interactive Music Hierarchy\EpicMegaJamMusic\Music_Calm\Music_Calm\Stem_Theme Principal 1\Stem_Theme Principal 1		3387008
	260309397	Sfx_WoodDoor_Close_Rnd_05	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_WoodDoor_Close_Rnd_05_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_WoodDoor\Sfx_WoodDoor_Close_Rnd_05		125084
	279289859	Sfx_Wood_Squeak_Rnd_03	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_Wood_Squeak_Rnd_03_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Wood_Squeak\Sfx_Wood_Squeak_Rnd_03		123964
	281055037	Footsteps_Concrete_Rnd_05	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Concrete_Rnd_05_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Concrete\Footsteps_Concrete_Rnd_05		74196
	288025288	Footsteps_Metal_Grid_Rnd_02	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Metal_Grid_Rnd_02_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Grid\Footsteps_Metal_Grid_Rnd_02		121684
	288170846	Stem_Bass Transition 3	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Stem_Bass Transition 3_F17FB28C.wem		\Interactive Music Hierarchy\EpicMegaJamMusic\Music_Calm\Music_Calm\Stem_Bass Transition 3\Stem_Bass Transition 3		3387008
	288868900	Sfx_Neon_Rnd_06	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_Neon_Rnd_06_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Neon\Sfx_Neon_Rnd_06		77812
	297727400	Footsteps_Metal_Grid_Rnd_09	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Metal_Grid_Rnd_09_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Grid\Footsteps_Metal_Grid_Rnd_09		108044
	316250689	Stem_Calme Theme Principal 1	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Stem_Calme Theme Principal 1_F17FB28C.wem		\Interactive Music Hierarchy\EpicMegaJamMusic\Music_Calm\Music_Calm\Stem_Theme Principal 5\Stem_Calme Theme Principal 1		3387008
	322202337	Sfx_WoodDoor_Close_Rnd_07	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_WoodDoor_Close_Rnd_07_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_WoodDoor\Sfx_WoodDoor_Close_Rnd_07		113328
	324888814	Amb_Flash_Light_Rnd_01	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Amb_Flash_Light_Rnd_01_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Ambiances\3D\Ambiances_3D_01\Amb_FlashLight\Amb_Flash_Light_Rnd_01		351112
	336221496	Stem_Theme Secondaire 2	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Stem_Theme Secondaire 2_F17FB28C.wem		\Interactive Music Hierarchy\EpicMegaJamMusic\Music_Calm\Music_Calm\Stem_Theme Secondaire 2\Stem_Theme Secondaire 2		3387008
	340109481	Sfx_Neon_Rnd_07	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_Neon_Rnd_07_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Neon\Sfx_Neon_Rnd_07		101456
	342979484	Sfx_Box_Impact_Rnd_03	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_Box_Impact_Rnd_03_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Box_Impact\Sfx_Box_Impact_Rnd_03		378904
	348842606	Footsteps_Dirt_Rnd_01	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Dirt_Rnd_01_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Dirt\Footsteps_Dirt_Rnd_01		100672
	357192704	Footsteps_Dirt_Rnd_02	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Dirt_Rnd_02_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Dirt\Footsteps_Dirt_Rnd_02		146736
	364024328	Footsteps_Concrete_Rnd_10	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Concrete_Rnd_10_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Concrete\Footsteps_Concrete_Rnd_10		105964
	372028658	Footsteps_Concrete_Rnd_09	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Concrete_Rnd_09_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Concrete\Footsteps_Concrete_Rnd_09		92728
	389210443	Footsteps_Metal_Rnd_15	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Metal_Rnd_15_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Metal\Footsteps_Metal_Rnd_15		51276
	403431349	Footsteps_Metal_Grid_Rnd_07	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Metal_Grid_Rnd_07_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Grid\Footsteps_Metal_Grid_Rnd_07		98032
	407071251	Sfx_Glass_Break_Rnd_01	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_Glass_Break_Rnd_01_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Glass_Break\Sfx_Glass_Break_Rnd_01		180288
